"objectid";"id_operacion";"id";"no, fmi";"dirección territorial";"municipio";"fecha_envio_juridico";"folio_matriz";"divipola";"vereda";"novedadfmi_tipo";"npnmatriz";"novedad_numero_predial";"folio_derivados";"predio tipo";"condicion prop derivado";"área registral m2";"coeficiente";"área coefieciente";"uit - asignación"
1647999;L10_1578;1578;1578;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416023";Privado_Privado;NPH;"348.01";;;NO APLICA
1647997;L10_1576;1576;1576;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416024";Privado_Privado;NPH;"566.39";;;NO APLICA
1647998;L10_1577;1577;1577;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416025";Privado_Privado;NPH;"516.98";;;NO APLICA
1648006;L10_1585;1585;1585;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416026";Privado_Privado;NPH;"345.26";;;NO APLICA
1648014;L10_1593;1593;1593;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416027";Privado_Privado;NPH;"345.67";;;NO APLICA
1648015;L10_1594;1594;1594;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416028";Privado_Privado;NPH;"343.53";;;NO APLICA
1648016;L10_1595;1595;1595;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416029";Privado_Privado;NPH;"340.04";;;NO APLICA
1648013;L10_1592;1592;1592;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416030";Privado_Privado;NPH;"338.05";;;NO APLICA
1648011;L10_1590;1590;1590;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416031";Privado_Privado;NPH;"336.59";;;NO APLICA
1648009;L10_1588;1588;1588;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416032";Privado_Privado;NPH;"334.71";;;NO APLICA
1648010;L10_1589;1589;1589;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416033";Privado_Privado;NPH;"332.56";;;NO APLICA
1648042;L10_1621;1621;1621;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416034";Privado_Privado;NPH;"332.19";;;NO APLICA
1648127;L10_1706;1706;1706;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416035";Privado_Privado;NPH;"330.74";;;NO APLICA
1648139;L10_1718;1718;1718;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416036";Privado_Privado;NPH;"327.74";;;NO APLICA
1648158;L10_1737;1737;1737;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416037";Privado_Privado;NPH;"327.77";;;NO APLICA
1648160;L10_1739;1739;1739;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416038";Privado_Privado;NPH;"326.63";;;NO APLICA
1648156;L10_1735;1735;1735;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416039";Privado_Privado;NPH;"327.3";;;NO APLICA
1648154;L10_1733;1733;1733;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416040";Privado_Privado;NPH;"324.71";;;NO APLICA
1648155;L10_1734;1734;1734;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416041";Privado_Privado;NPH;"323.8";;;NO APLICA
1648152;L10_1731;1731;1731;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416042";Privado_Privado;NPH;"322.76";;;NO APLICA
1648161;L10_1740;1740;1740;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416043";Privado_Privado;NPH;"323.37";;;NO APLICA
1648162;L10_1741;1741;1741;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416044";Privado_Privado;NPH;"322.47";;;NO APLICA
1648170;L10_1749;1749;1749;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416045";Privado_Privado;NPH;"320.84";;;NO APLICA
1648169;L10_1748;1748;1748;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416046";Privado_Privado;NPH;"317.5";;;NO APLICA
1648168;L10_1747;1747;1747;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416047";Privado_Privado;NPH;"435.5";;;NO APLICA
1648167;L10_1746;1746;1746;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416048";Privado_Privado;NPH;"442.08";;;NO APLICA
1648164;L10_1743;1743;1743;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416049";Privado_Privado;NPH;"320.37";;;NO APLICA
1648165;L10_1744;1744;1744;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416050";Privado_Privado;NPH;"320.91";;;NO APLICA
1648151;L10_1730;1730;1730;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416051";Privado_Privado;NPH;"320.53";;;NO APLICA
1648150;L10_1729;1729;1729;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416052";Privado_Privado;NPH;"321.2";;;NO APLICA
1648134;L10_1713;1713;1713;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416053";Privado_Privado;NPH;"322.91";;;NO APLICA
1648135;L10_1714;1714;1714;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416054";Privado_Privado;NPH;"323.71";;;NO APLICA
1648136;L10_1715;1715;1715;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416055";Privado_Privado;NPH;"324.57";;;NO APLICA
1648132;L10_1711;1711;1711;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416056";Privado_Privado;NPH;"325.5";;;NO APLICA
1648186;L10_1765;1765;1765;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416057";Privado_Privado;NPH;"326.49";;;NO APLICA
1648336;L10_1915;1915;1915;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416058";Privado_Privado;NPH;"327.56";;;NO APLICA
1648031;L10_1610;1610;1610;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416059";Privado_Privado;NPH;"328.69";;;NO APLICA
1648359;L10_1938;1938;1938;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416060";Privado_Privado;NPH;"329.91";;;NO APLICA
1648360;L10_1939;1939;1939;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416061";Privado_Privado;NPH;"331.19";;;NO APLICA
1648358;L10_1937;1937;1937;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416062";Privado_Privado;NPH;"332.56";;;NO APLICA
1648366;L10_1945;1945;1945;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416063";Privado_Privado;NPH;"334";;;NO APLICA
1648367;L10_1946;1946;1946;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416064";Privado_Privado;NPH;"335.53";;;NO APLICA
1648374;L10_1953;1953;1953;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416065";Privado_Privado;NPH;"337.15";;;NO APLICA
1648375;L10_1954;1954;1954;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416066";Privado_Privado;NPH;"338.5";;;NO APLICA
1648377;L10_1956;1956;1956;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416067";Privado_Privado;NPH;"340.78";;;NO APLICA
1648371;L10_1950;1950;1950;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416068";Privado_Privado;NPH;"342.69";;;NO APLICA
1648372;L10_1951;1951;1951;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416069";Privado_Privado;NPH;"594.65";;;NO APLICA
1648370;L10_1949;1949;1949;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416070";Privado_Privado;NPH;"422.15";;;NO APLICA
1648489;L10_2068;2068;2068;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416071";Privado_Privado;NPH;"341.2";;;NO APLICA
1648490;L10_2069;2069;2069;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416072";Privado_Privado;NPH;"339.43";;;NO APLICA
1648491;L10_2070;2070;2070;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416073";Privado_Privado;NPH;"337.29";;;NO APLICA
1648522;L10_2101;2101;2101;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416074";Privado_Privado;NPH;"337.12";;;NO APLICA
1648524;L10_2103;2103;2103;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416075";Privado_Privado;NPH;"335.6";;;NO APLICA
1648518;L10_2097;2097;2097;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416076";Privado_Privado;NPH;"334.14";;;NO APLICA
1648519;L10_2098;2098;2098;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416077";Privado_Privado;NPH;"332.77";;;NO APLICA
1648516;L10_2095;2095;2095;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416078";Privado_Privado;NPH;"330.45";;;NO APLICA
1648517;L10_2096;2096;2096;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416079";Privado_Privado;NPH;"329.25";;;NO APLICA
1648525;L10_2104;2104;2104;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416080";Privado_Privado;NPH;"328.11";;;NO APLICA
1648527;L10_2106;2106;2106;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416081";Privado_Privado;NPH;"327.04";;;NO APLICA
1648530;L10_2109;2109;2109;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416082";Privado_Privado;NPH;"326.04";;;NO APLICA
1648533;L10_2112;2112;2112;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416083";Privado_Privado;NPH;"326.08";;;NO APLICA
1648532;L10_2111;2111;2111;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416084";Privado_Privado;NPH;"325.21";;;NO APLICA
1648531;L10_2110;2110;2110;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416085";Privado_Privado;NPH;"323.42";;;NO APLICA
1648528;L10_2107;2107;2107;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416086";Privado_Privado;NPH;"322.66";;;NO APLICA
1648529;L10_2108;2108;2108;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416087";Privado_Privado;NPH;"322.91";;;NO APLICA
1648521;L10_2100;2100;2100;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416088";Privado_Privado;NPH;"323.22";;;NO APLICA
1648514;L10_2093;2093;2093;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416089";Privado_Privado;NPH;"321.71";;;NO APLICA
1648498;L10_2077;2077;2077;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416090";Privado_Privado;NPH;"320.23";;;NO APLICA
1648500;L10_2079;2079;2079;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416091";Privado_Privado;NPH;"395.07";;;NO APLICA
1648496;L10_2075;2075;2075;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416092";Privado_Privado;NPH;"320.77";;;NO APLICA
1648494;L10_2073;2073;2073;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416093";Privado_Privado;NPH;"277.39";;;NO APLICA
1648492;L10_2071;2071;2071;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416094";Privado_Privado;NPH;"320.52";;;NO APLICA
1648493;L10_2072;2072;2072;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416095";Privado_Privado;NPH;"321.02";;;NO APLICA
1648501;L10_2080;2080;2080;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416096";Privado_Privado;NPH;"321.61";;;NO APLICA
1648502;L10_2081;2081;2081;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416097";Privado_Privado;NPH;"322.24";;;NO APLICA
1648509;L10_2088;2088;2088;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416098";Privado_Privado;NPH;"322.94";;;NO APLICA
1648510;L10_2089;2089;2089;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416099";Privado_Privado;NPH;"323.68";;;NO APLICA
1648512;L10_2091;2091;2091;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416100";Privado_Privado;NPH;"324.49";;;NO APLICA
1648508;L10_2087;2087;2087;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416101";Privado_Privado;NPH;"325.29";;;NO APLICA
1648506;L10_2085;2085;2085;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416102";Privado_Privado;NPH;"326.33";;;NO APLICA
1648507;L10_2086;2086;2086;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416103";Privado_Privado;NPH;"327.24";;;NO APLICA
1648505;L10_2084;2084;2084;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416104";Privado_Privado;NPH;"327.29";;;NO APLICA
1647996;L10_1575;1575;1575;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416105";Privado_Privado;NPH;"328.42";;;NO APLICA
1647474;L10_1053;1053;1053;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416106";Privado_Privado;NPH;"330.59";;;NO APLICA
1647622;L10_1201;1201;1201;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416107";Privado_Privado;NPH;"331.84";;;NO APLICA
1647616;L10_1195;1195;1195;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416108";Privado_Privado;NPH;"333.13";;;NO APLICA
1647630;L10_1209;1209;1209;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416109";Privado_Privado;NPH;"333.47";;;NO APLICA
1647627;L10_1206;1206;1206;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416110";Privado_Privado;NPH;"334.95";;;NO APLICA
1647515;L10_1094;1094;1094;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416111";Privado_Privado;NPH;"337.55";;;NO APLICA
1647517;L10_1096;1096;1096;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416112";Privado_Privado;NPH;"272.66";;;NO APLICA
1647519;L10_1098;1098;1098;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416113";Privado_Privado;NPH;"364.36";;;NO APLICA
1647606;L10_1185;1185;1185;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416114";Privado_Privado;NPH;"412.52";;;NO APLICA
1647609;L10_1188;1188;1188;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416115";Privado_Privado;NPH;"336.42";;;NO APLICA
1647639;L10_1218;1218;1218;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416116";Privado_Privado;NPH;"334.97";;;NO APLICA
1647659;L10_1238;1238;1238;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416117";Privado_Privado;NPH;"333.6";;;NO APLICA
1647657;L10_1236;1236;1236;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416118";Privado_Privado;NPH;"332.32";;;NO APLICA
1647663;L10_1242;1242;1242;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416119";Privado_Privado;NPH;"332.03";;;NO APLICA
1647666;L10_1245;1245;1245;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416120";Privado_Privado;NPH;"330.84";;;NO APLICA
1647653;L10_1232;1232;1232;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416121";Privado_Privado;NPH;"328.78";;;NO APLICA
1647652;L10_1231;1231;1231;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416122";Privado_Privado;NPH;"327.74";;;NO APLICA
1647641;L10_1220;1220;1220;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416123";Privado_Privado;NPH;"326.75";;;NO APLICA
1647635;L10_1214;1214;1214;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416124";Privado_Privado;NPH;"325.88";;;NO APLICA
1647642;L10_1221;1221;1221;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416125";Privado_Privado;NPH;"324.9";;;NO APLICA
1647643;L10_1222;1222;1222;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416126";Privado_Privado;NPH;"324.14";;;NO APLICA
1647648;L10_1227;1227;1227;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416127";Privado_Privado;NPH;"323.38";;;NO APLICA
1647508;L10_1087;1087;1087;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416128";Privado_Privado;NPH;"322.68";;;NO APLICA
1647466;L10_1045;1045;1045;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416129";Privado_Privado;NPH;"322.02";;;NO APLICA
1647467;L10_1046;1046;1046;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416130";Privado_Privado;NPH;"321.42";;;NO APLICA
1648378;L10_1957;1957;1957;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416131";Privado_Privado;NPH;"320.88";;;NO APLICA
1648363;L10_1942;1942;1942;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416132";Privado_Privado;NPH;"321.3";;;NO APLICA
1648365;L10_1944;1944;1944;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416133";Privado_Privado;NPH;"549.57";;;NO APLICA
1648361;L10_1940;1940;1940;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416134";Privado_Privado;NPH;"436.33";;;NO APLICA
1647470;L10_1049;1049;1049;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416135";Privado_Privado;NPH;"335.88";;;NO APLICA
1647682;L10_1261;1261;1261;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416136";Privado_Privado;NPH;"306.1";;;NO APLICA
1647688;L10_1267;1267;1267;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416137";Privado_Privado;NPH;"323.83";;;NO APLICA
1647974;L10_1553;1553;1553;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416138";Privado_Privado;NPH;"318.56";;;NO APLICA
1647990;L10_1569;1569;1569;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416139";Privado_Privado;NPH;"316.66";;;NO APLICA
1647981;L10_1560;1560;1560;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416140";Privado_Privado;NPH;"316.53";;;NO APLICA
1647958;L10_1537;1537;1537;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416141";Privado_Privado;NPH;"318.69";;;NO APLICA
1647864;L10_1443;1443;1443;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416142";Privado_Privado;NPH;"319.64";;;NO APLICA
1647488;L10_1067;1067;1067;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416143";Privado_Privado;NPH;"318.54";;;NO APLICA
1647491;L10_1070;1070;1070;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416144";Privado_Privado;NPH;"318.32";;;NO APLICA
1647495;L10_1074;1074;1074;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416145";Privado_Privado;NPH;"320.1";;;NO APLICA
1647443;L10_1022;1022;1022;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416146";Privado_Privado;NPH;"316.17";;;NO APLICA
1647459;L10_1038;1038;1038;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416147";Privado_Privado;NPH;"320.29";;;NO APLICA
1647615;L10_1194;1194;1194;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416148";Privado_Privado;NPH;"322.63";;;NO APLICA
1647509;L10_1088;1088;1088;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416149";Privado_Privado;NPH;"337.89";;;NO APLICA
1647638;L10_1217;1217;1217;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416150";Privado_Privado;NPH;"552.88";;;NO APLICA
1647656;L10_1235;1235;1235;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416151";Privado_Privado;NPH;"357.56";;;NO APLICA
1647633;L10_1212;1212;1212;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-416152";Privado_Privado;NPH;"412.97";;;NO APLICA
